School ID,Name of School,"Elementary, Middle, or High School",CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,Latitude,Longitude
610037,Arthur A Libby Elementary School,ES,Probation,No,Weak,36,NDA,Strong,60,Strong,60,NDA,NDA,NDA,NDA,Average,48,Average,52,90.8,21.6,95.1,100,31.1,37.3,24.7,12,43.2,48.3,32,17.7,55.3,48.3,4.2,14.6,4.8,3.9,-0.4,-2.8,18,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,539,41.79764784,-87.65996858
610170,Columbia Explorers Elementary Academy,ES,Not on Probation,No,Average,59,64,Average,59,Strong,63,Strong,65,Strong,72,Average,52,Strong,55,95.4,8.9,97.1,100,67.6,30.5,27.4,32.5,44.4,48.7,41.6,49.3,52.8,59.6,17.7,27.8,17.1,13.8,0.8,1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1038,41.81105689,-87.70423481
609826,Rosario Castellanos Elementary School,ES,Not on Probation,No,Weak,36,24,Weak,34,Weak,20,Very Weak,17,Weak,31,Weak,46,Average,48,96.3,24.3,96.9,100,NDA,NDA,34.8,18.8,49.8,58.5,33.3,17.2,61,48.5,7.5,15.1,8,6.2,-0.8,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,525,41.84544296,-87.71496352
610390,Hyman G Rickover Naval Academy High School,HS,Not on Probation,No,Strong,64,NDA,Strong,64,Average,42,NDA,NDA,NDA,NDA,Average,53,Average,48,92.9,15.4,95.9,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,15.2,15.4,16.5,15.8,0.6,18.7,2.2,23.4,63,63.5,423,41.98905063,-87.66526222
610530,South Shore Fine Arts Academy,ES,Not on Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Strong,56,Strong,55,93.6,22.4,96.3,100,77.2,46.5,29.2,20.8,40,54.5,NDA,NDA,NDA,NDA,NDA,NDA,20.8,0,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,255,41.76772772,-87.59039017
610044,James Russell Lowell Elementary School,ES,Probation,No,Weak,39,NDA,Weak,39,Average,40,NDA,NDA,NDA,NDA,Weak,45,Average,52,93.2,11.2,95.7,100,52.7,40.9,20.6,18.5,39.5,50.3,42.3,28.4,66.4,52.2,8,26,10.2,8.2,0.2,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,593,41.90654684,-87.71023279
609900,George W Curtis Elementary School,ES,Probation,No,Weak,23,NDA,Average,43,Average,58,NDA,NDA,NDA,NDA,Strong,68,Strong,70,93.8,18.2,98.1,97.9,51.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,9.1,18.8,10.1,3.8,0.9,0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,504,41.68544575,-87.62166148
610206,Mark Twain Elementary School,ES,Not on Probation,No,Strong,67,76,Average,46,Average,44,Very Strong,84,Strong,71,Strong,60,Strong,60,96.3,5.3,97.8,98.3,84.6,61.1,44.4,48.5,53.2,63.3,49.1,58.1,62.2,55.8,32.1,43.8,32.3,19.8,0.2,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1161,41.79905206,-87.75896524
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,Not on Probation,No,Average,54,52,Strong,63,Average,52,Average,57,Average,50,Weak,45,Average,51,95.1,11.1,96.1,100,59.6,37.8,37.7,16.5,49.8,74.2,62.7,28,80.7,63.3,9.2,10.8,19.8,8.4,2,0,44.6,18.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,915,41.80715514,-87.66600055
610147,Philip Rogers Elementary School,ES,Not on Probation,No,Very Strong,81,76,Strong,68,Strong,62,Strong,75,Strong,64,Average,53,Average,51,96.4,3,95.1,100,77.3,50.9,49.8,47.2,60.9,61.9,73,52.7,75.1,53.6,37.3,52.5,34.3,28.3,0.7,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,735,42.01526618,-87.69714858
609804,Daniel Boone Elementary School,ES,Not on Probation,No,Average,52,50,Average,47,Average,48,Average,45,Average,53,Average,50,Average,49,95.5,10.5,95.4,97.6,65,43,39.7,33.2,55.4,61.8,43.1,35.2,56.3,42.3,22.5,35,22,17.6,1.1,1.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,752,42.00343519,-87.69750011
610133,Laura S Ward Elementary School,ES,Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,92.9,3.9,97.5,100,72.6,54,35.2,13,43.5,60.7,41.7,27.5,44,50.4,14.3,47.1,14.2,6.9,-3.5,-5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,429,41.88845002,-87.71752405
610179,Washington D Smyser Elementary School,ES,Not on Probation,No,Average,55,NDA,Average,43,Average,45,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.5,4.9,97.2,96.6,72.6,NDA,53.9,58.4,61.1,65.7,59.2,60.2,64.7,51.5,27,49.5,36.5,27.5,0.6,0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1047,41.95889037,-87.78201198
610252,Robert Nathaniel Dett Elementary School,ES,Not on Probation,No,Average,48,NDA,Average,51,Strong,65,NDA,NDA,NDA,NDA,Average,51,Strong,57,94.4,6.9,94.8,100,84.3,58.8,29.4,16.2,37.9,55.4,31.4,26.7,56.3,29.6,8,12,24.4,15.4,0.4,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,250,41.88401623,-87.68472465
610405,Suder Montessori Magnet Elementary School,ES,Not on Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.6,6.5,95.7,100,82.2,60.7,61.3,50.9,58,59.5,NDA,NDA,NDA,NDA,NDA,NDA,40.7,29.2,0.7,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,351,41.88324176,-87.67764871
610061,William J & Charles H Mayo Elementary School,ES,Not on Probation,No,Average,52,55,Strong,62,Strong,65,Average,52,Average,47,Average,50,Strong,55,95.3,26,95.2,100,48.3,24.1,28.2,25.2,45.9,58,40,36.6,57.4,53.7,10,30,15.5,6,0.7,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,453,41.82732778,-87.61978251
609929,Robert Fulton Elementary School,ES,Probation,No,Average,46,41,Strong,63,Strong,63,Average,53,Weak,39,Weak,45,Average,49,95.1,10.1,96.8,100,40.7,NDA,17.9,10.3,41.2,40.9,50.4,7.9,70.8,49.6,10.6,6.4,9.6,1.1,0.9,-0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,466,41.79754288,-87.66847093
609719,Lake View High School,HS,Not on Probation,No,Strong,64,NDA,Average,52,Average,43,NDA,NDA,NDA,NDA,Average,49,Weak,43,87.7,8.5,96.2,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,15.3,15.8,16.1,16.7,1.4,17.8,1.7,36.6,81.4,62.8,1500,41.95478361,-87.66891643
610207,John H Vanderpoel Elementary Magnet School,ES,Not on Probation,No,Strong,74,NDA,Weak,24,Weak,31,NDA,NDA,NDA,NDA,Strong,55,Average,50,97.2,0.3,96.2,100,81.6,69.8,51.7,47.7,53.5,59.8,42.7,54.5,35.7,55.9,11.1,38.9,17.7,24.1,-0.3,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,317,41.72078152,-87.66558526
609768,Hope College Preparatory High School,HS,Probation,No,Weak,31,51,Weak,37,Average,44,Average,56,Weak,35,NDA,NDA,NDA,NDA,72.2,24,94.3,99.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.3,13,13.7,13.5,1.2,15,1.3,16.7,55.2,58.2,561,41.79355292,-87.64134488
609955,Walter Q Gresham Elementary School,ES,Probation,No,Weak,25,49,Very Weak,7,Very Weak,11,Strong,68,Average,57,Average,48,Weak,46,95.5,35.4,95,100,61.4,54,30.7,24,47.7,57.3,13.9,21.6,35.2,34.6,5.4,16.2,9.9,7.4,1.4,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,41.73891334,-87.64506169
610022,Joyce Kilmer Elementary School,ES,Not on Probation,No,NDA,,43,NDA,,NDA,,Average,43,Average,42,Average,49,Average,51,96,15.6,96.9,100,70,51.2,40.5,28.6,53.4,61.2,39.4,33.7,57.8,52.8,22.7,27.3,22.8,15,-0.2,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,886,42.00367622,-87.66826026
610120,Ferdinand Peck Elementary School,ES,Not on Probation,No,Average,51,43,Average,43,Average,47,Weak,32,Weak,37,Weak,44,Weak,43,96.3,1.2,97.2,96.9,74.4,59,50.8,31.3,53.3,69.5,44,40.2,71.4,64.1,24.1,38.6,23.2,13.8,0.7,1.1,17.8,87.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1560,41.78792632,-87.71922211
609793,Nicholson Technology Academy,ES,Not on Probation,No,Average,48,37,Strong,74,Strong,73,Average,42,Weak,39,NDA,NDA,NDA,NDA,93.4,6,97,100,NDA,NDA,39.1,18.6,54.1,58.5,64.3,34.5,69.4,56.7,21.2,21.2,22.6,8.9,1.9,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,464,41.7849277,-87.64748868
610209,Alessandro Volta Elementary School,ES,Not on Probation,No,Average,43,61,Weak,28,Weak,37,Strong,62,Average,56,Average,51,Average,53,96.4,22.5,95.9,100,63.9,43.2,51.3,32.9,50.7,70,52.5,31.3,59.8,57.6,16.5,24.7,19.9,14.2,0.3,-0.4,31.6,65.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1023,41.97160605,-87.72464139
609761,George H Corliss High School,HS,Probation,No,Weak,33,52,Average,40,Average,48,Average,48,Average,54,NDA,NDA,NDA,NDA,71.3,23.4,95.2,98.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12,11.4,13,12.9,0.9,14.3,1.3,10.6,42.8,44,621,41.70739096,-87.60307842
610086,Mount Vernon Elementary School,ES,Not on Probation,No,Weak,31,26,Average,42,Average,44,Very Weak,14,Very Weak,19,Average,47,Average,52,93.3,76.6,94.1,100,41.2,36.5,18.8,17.1,37.5,52.5,29.3,40.5,74.5,75,0,4.3,14.6,9.8,1,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,290,41.70196704,-87.64768959
609969,Bret Harte Elementary School,ES,Probation,No,Strong,63,NDA,Strong,77,Strong,76,NDA,NDA,NDA,NDA,Average,47,Weak,44,94.2,17.9,95.4,98.5,57.1,NDA,52.8,60,66.1,60.8,43.8,60.4,60.4,64.6,NDA,NDA,27.5,21.9,0.4,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,340,41.7934746,-87.58686328
610017,Maria Saucedo Elementary Scholastic Academy,ES,Not on Probation,No,Strong,60,NDA,Average,55,Strong,64,NDA,NDA,NDA,NDA,Weak,43,Weak,42,96.8,19.4,96.9,98.9,72.3,35.3,38.6,35.8,54.9,57.5,51.8,39.8,56.3,52.8,15.3,27,24.3,16,2,1.7,10.8,91.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1306,41.84796859,-87.69728712
609926,Franklin Elementary Fine Arts Center,ES,Not on Probation,No,Very Strong,87,NDA,Strong,60,Average,55,NDA,NDA,NDA,NDA,Strong,58,Average,48,95.9,5.6,95.3,100,72.7,42.6,74.1,66.9,50,53.1,70.2,71.3,56.4,54.8,33.3,63.6,55.1,50.2,0.8,1.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,363,41.90657253,-87.6355136
610073,Ellen Mitchell Elementary School,ES,Not on Probation,No,Very Strong,99,64,Very Strong,95,Very Strong,95,Very Strong,81,Very Strong,90,Strong,56,Strong,54,95.5,12.2,97.7,100,46.7,41.9,53.1,43.9,72.4,75.5,35.5,51.3,55.3,55.3,21.1,26.3,30.1,27.3,-0.5,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,41.89205482,-87.68317867
609811,Orville T Bright Elementary School,ES,Probation,No,Very Weak,18,NDA,Weak,28,Weak,27,NDA,NDA,NDA,NDA,Weak,41,Weak,42,92.2,55.7,95.3,100,50.5,19,30.4,28.2,65.1,64.8,35.8,32.3,74.1,61.3,0,17.9,8.2,5.9,2.4,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,361,41.69973969,-87.56212104
609728,Theodore Roosevelt High School,HS,Probation,No,Average,42,NDA,Average,42,Weak,37,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,82.3,9.7,96.1,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.9,13.4,14.3,14,1.1,15.7,1.4,13.7,59.4,42.9,1490,41.96485522,-87.71483051
610077,Donald Morrill Math & Science Elementary School,ES,Probation,No,Weak,28,25,Weak,32,Weak,39,Weak,35,Weak,32,Weak,44,Average,49,93.4,19.6,94.8,97.3,64.6,46.3,20,15.3,46.6,42.6,30.9,22.9,54.5,50.3,12.1,26.2,10,5.7,-0.8,-1.2,38.9,50,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,823,41.78428993,-87.68851192
609910,Laughlin Falconer Elementary School,ES,Not on Probation,No,Average,54,24,Average,48,Weak,27,Weak,22,Weak,30,Average,49,Average,53,96.1,5.7,97,99.5,71.7,42.9,47.7,28.5,46.9,63.4,72,33.3,77.2,59.1,NDA,NDA,21,14.2,1.1,0.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1520,41.93577597,-87.74936705
609995,Rufus M Hitch Elementary School,ES,Not on Probation,Yes,Strong,64,77,Average,55,Average,58,Strong,65,Strong,70,Strong,55,Strong,54,95.1,3.7,96.6,98.6,73.7,27.6,62.2,51.7,50,67.8,56.5,54.8,52,63.3,22.9,37.5,29.5,24.7,-0.1,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,542,41.98367756,-87.77908614
610274,James Weldon Johnson Elementary School,ES,Probation,No,Strong,67,38,Strong,61,Strong,75,Strong,63,Strong,66,Average,51,Strong,54,94.7,1.4,97.5,100,64.3,NDA,21.3,19.8,54.3,48.8,17.3,28,59.3,50,3.8,30.8,8.9,5,-0.4,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,41.86183983,-87.7031756
609880,Stephen Decatur Classical Elementary School,ES,Not on Probation,No,Very Strong,99,99,Very Strong,99,Very Strong,99,Very Strong,99,Very Strong,99,Average,52,Weak,46,96.2,2.8,95.4,100,100,97.2,98.6,98.6,50.7,61.3,100,100,48.1,78.6,NDA,NDA,93.6,93.6,0.2,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,289,42.00930696,-87.70465502
609881,Edward C Delano Elementary School,ES,Probation,No,Weak,38,64,Strong,66,Average,52,Strong,63,Strong,79,Strong,55,Strong,58,93.4,20.3,94.7,94.7,88.4,76.7,26.7,18,62.6,62,41.5,32,67.1,69.3,3.4,6.9,6.8,10.9,1,1.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,414,41.87877166,-87.72464875
609850,Horace Greeley Elementary School,ES,Not on Probation,No,Strong,65,NDA,Average,48,Weak,38,NDA,NDA,NDA,NDA,Average,52,Average,52,95.9,6,96,100,64.5,35.5,46.7,37.4,48.8,52.8,65.6,47.9,53.1,49.7,43.1,50,26.9,16.3,0.2,-0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,611,41.95283701,-87.65097549
609809,Lorenz Brentano Math & Science Academy Elementary School,ES,Not on Probation,No,Average,57,47,Average,43,Average,46,Weak,30,Weak,32,NDA,NDA,NDA,NDA,94.7,9.2,97.7,100,48.5,42.6,44.2,30.8,50.9,56.1,54.4,30.9,48.9,46.6,20.8,28.3,18.4,8.2,-1.6,-1,48.1,3.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,455,41.93097047,-87.69625758
609813,Charles S Brownell Elementary School,ES,Not on Probation,No,Weak,20,16,Strong,79,Very Strong,82,Weak,20,Very Weak,19,Average,48,Weak,46,92.8,14.1,95.5,100,NDA,NDA,24.3,17,38.8,63.1,36.8,32.4,67.6,47.2,NDA,NDA,12.9,8.8,1.5,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,310,41.77163474,-87.62170972
610193,William K New Sullivan Elementary School,ES,Probation,No,Weak,27,42,Weak,35,Average,40,Average,58,Weak,33,Average,47,Strong,54,90.3,27.3,94,97.8,34.1,17.1,17.8,14.1,42.9,51.5,10.2,21,56.6,52.5,0,6.7,2.9,5.8,-0.9,0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,527,41.7438302,-87.542891
609760,George Washington Carver Military Academy High School,HS,Not on Probation,No,Average,53,NDA,Weak,37,Weak,34,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.6,8.9,96.4,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.5,14.2,15,14.9,0.4,16.8,1.8,21.2,78.7,60.5,532,41.65627709,-87.5906566
609945,William C Goudy Elementary School,ES,Not on Probation,No,Strong,70,52,Strong,74,Strong,61,Strong,65,Average,52,NDA,NDA,NDA,NDA,96.1,6,95.8,100,64,62.9,46.1,32.8,52.5,59.5,61.5,48.3,65.6,60.7,37.5,51.8,30.8,23.6,0.9,1,34.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,805,41.97581137,-87.65794915
609968,Sharon Christa McAuliffe Elementary School,ES,Probation,Yes,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,52,Strong,56,93.9,14.2,95.7,98.9,64.7,25.1,34.4,24.4,39.5,56.1,27.5,21.6,37.5,44.7,NDA,NDA,10.4,11,-1,-0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,862,41.91480732,-87.72389409
609727,Wendell Phillips Academy High School,HS,Probation,No,NDA,,71,NDA,,NDA,,Very Strong,80,Strong,79,NDA,NDA,NDA,NDA,63,22,96.1,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,11.5,12.8,13.4,12.9,1.4,15,1.6,2.5,40.3,42.6,590,41.82390751,-87.61978794
609933,Stephen F Gale Elementary Community Academy,ES,Probation,No,Weak,39,31,Weak,35,Weak,27,Weak,33,Weak,29,Weak,45,Weak,43,92.1,34.8,95.2,100,40.1,15.5,18.7,17.9,49.3,39.3,32.4,24.8,46.2,48.9,7.5,22.5,7.6,6.9,-0.5,0,20.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,532,42.02106425,-87.67196481
610142,William H Ray Elementary School,ES,Not on Probation,No,Strong,69,NDA,Weak,22,Very Weak,12,NDA,NDA,NDA,NDA,Average,50,Weak,46,95.1,6.7,94.9,98.8,75.1,46.4,51.5,51.5,53.6,44.3,48.4,63.1,50,50.8,NDA,NDA,31.8,35.2,-0.8,1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,654,41.79234967,-87.59471544
610158,Harriet E Sayre Elementary Language Academy,ES,Not on Probation,No,Strong,68,NDA,Average,41,Average,50,NDA,NDA,NDA,NDA,Weak,44,Average,49,96.2,2.6,96.6,100,69.1,NDA,37.6,42.5,44.8,37.1,41.7,48.1,47.6,42.8,20,38.3,19.6,17.3,-0.5,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,605,41.9141236,-87.79875667
610063,Cyrus H McCormick Elementary School,ES,Not on Probation,Yes,NDA,,60,NDA,,NDA,,Strong,61,Average,54,Average,52,Strong,56,95.9,4.7,95.9,100,55.3,39.4,42.1,22.6,43.9,54.2,NDA,NDA,NDA,NDA,NDA,NDA,25.2,10.3,-0.2,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,894,41.84224508,-87.706336
610134,Nathaniel Pope Elementary School,ES,Probation,No,Average,48,NDA,Strong,73,Very Strong,83,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.6,54.2,95.8,93.5,50,NDA,19.3,17.6,40,60.9,33.3,21.9,64.8,70.2,0,10.5,4.5,6.8,0.2,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,200,41.85570712,-87.70299144
610518,VOISE Academy High School,HS,Probation,No,Average,42,NDA,Average,52,Average,52,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,84.5,25,96.5,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.3,12.5,13.6,13.6,1.3,14.4,0.8,NDA,NDA,NDA,410,41.88520477,-87.76321191
609979,Robert Healy Elementary School,ES,Not on Probation,No,Strong,63,NDA,Average,54,Weak,36,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.6,11.3,97.1,99.1,84,NDA,72.1,62.8,63.4,80,64.3,68.5,61.4,69.3,38.6,52.9,45.1,29.9,-0.3,0.6,18.9,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1384,41.83957045,-87.64037683
610503,Frazier Prospective IB Magnet Elementary School,ES,Not on Probation,No,Strong,60,55,Very Strong,84,Strong,72,Average,42,Average,55,Strong,66,Strong,65,96.8,7.2,96.6,100,81.3,68.8,71.6,48.6,64.9,71.6,76.2,61.9,87.3,82.5,5,30,37.6,25.4,1.6,1.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,220,41.86695871,-87.72631742
610210,Alexander von Humboldt Elementary School,ES,Probation,No,Weak,31,NDA,Weak,32,Average,45,NDA,NDA,NDA,NDA,Weak,43,Weak,44,92.5,185.5,96,100,NDA,32.6,23.6,24,56.3,54,31.8,19.7,60.7,39.7,9.1,20.5,8.6,5.7,-0.4,-1.2,14.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,398,41.90672216,-87.69300325
610006,Edward N Hurley Elementary School,ES,Not on Probation,No,Strong,77,56,Average,50,Average,49,Average,43,Average,54,Average,49,Weak,46,95.4,12.2,94.9,96.6,74.8,51.7,47.6,32.1,56.6,58.4,47,39.6,54,60.7,19,26.7,16.4,11.7,0,0.8,NDA,30.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,830,41.7667583,-87.71950804
610169,Austin O Sexton Elementary School,ES,Probation,No,Weak,23,NDA,Weak,38,Weak,34,NDA,NDA,NDA,NDA,Weak,46,Weak,44,90.5,8.6,94.1,100,48.8,NDA,12.7,13.5,56.6,51.9,26.4,33.6,53.1,66.7,3.7,11.1,6.1,5.2,0.2,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,337,41.78517099,-87.60866927
610365,Mary McLeod Bethune Elementary School,ES,Probation,No,Average,53,47,Average,53,Weak,39,Weak,31,Average,46,Strong,56,Strong,58,93.3,25.8,97.6,98,50,NDA,13.8,13.8,44,49.1,22.1,24.1,57,46,6.7,16.7,6.1,4.4,1.3,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,362,41.87019518,-87.70216173
609851,Thomas Chalmers Specialty Elementary School,ES,Probation,No,Weak,34,76,Weak,39,Average,45,Very Strong,88,Strong,78,NDA,NDA,NDA,NDA,94.4,3.4,97.3,100,37.5,NDA,7.5,10.3,35.8,12.8,17.2,21.9,31.4,57.6,0,12.5,2.1,4.9,-0.7,1.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,288,41.8664078,-87.69526079
610233,Elihu Yale Elementary School,ES,Probation,No,Weak,29,35,Average,43,Average,50,NDA,NDA,NDA,NDA,Average,49,Average,47,89.7,67.2,97,100,16.4,6.9,23.3,19.1,39.1,38.2,31.9,15.7,62.5,50,0,12.9,4.5,3.2,-0.1,-1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,182,41.76644232,-87.63209571
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,Probation,No,Weak,25,31,Average,40,Average,44,Weak,28,Weak,25,Weak,44,Average,47,92.7,30.7,94.7,100,60.6,67.6,25.3,23.4,54,38.2,42.7,26.5,52.8,48.1,4.8,14.3,10.9,6.8,0.9,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,291,41.73922735,-87.58076569
609904,Edward K Ellington Elementary School,ES,Probation,No,Weak,30,NDA,Weak,37,Average,55,NDA,NDA,NDA,NDA,Average,49,Average,50,93.3,17.4,97.3,98.9,56.6,46.9,29.5,33.3,60.6,64.5,43.6,29.9,69.3,60.8,11.1,14.8,16.1,8,1.9,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,377,41.885506,-87.76655157
