School ID,Name of School,"Elementary, Middle, or High School",CPS Performance Policy Status,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,Latitude,Longitude
609961,Ninos Heroes Elementary Academic Center,ES,Probation,No,Weak,36,NDA,Strong,61,Average,55,NDA,NDA,NDA,NDA,Average,48,Average,49,93.9,25.9,95,100,52.5,35.7,33.9,28.1,52.8,62.1,44.2,27.9,66.3,59.5,3.6,16.4,14.7,9.4,0.9,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,435,41.74374969,-87.55189813
610062,George B McClellan Elementary School,ES,Probation,No,Average,49,NDA,Weak,33,Average,40,NDA,NDA,NDA,NDA,Average,53,Average,47,93.2,7.8,96,98.6,40.5,17.4,35.2,26.8,65.2,55.1,33.9,39.7,57.6,58.3,27.8,22.2,22.7,21.3,0,0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,283,41.82998962,-87.64106579
610501,Austin Polytechnical Academy High School,HS,Probation,No,Weak,38,NDA,Average,45,Average,53,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,70.1,21.5,95.2,98.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12,12.1,13.6,13.1,1.1,14.8,1.2,8.5,NDA,NDA,250,41.88520477,-87.76321191
610105,Oriole Park Elementary School,ES,Not on Probation,No,Very Strong,99,NDA,Very Strong,88,Strong,71,NDA,NDA,NDA,NDA,Strong,60,Weak,46,96.5,2.3,95.5,98.4,84.4,NDA,86,78.1,59.6,77.5,91.4,85.1,81.1,67,69.6,72.9,75.1,54.7,1.1,-0.2,87.1,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,648,41.97851501,-87.81209057
609837,Andrew Carnegie Elementary School,ES,Probation,No,Average,48,51,Weak,37,Strong,63,Average,42,Weak,31,Average,49,Average,49,94.6,6.2,94.4,100,NDA,NDA,40.2,48.3,40.8,52.3,29.8,44.7,32.6,36.2,18.4,38.8,21.4,20.4,-1.2,0.1,48.1,8.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,730,41.78339577,-87.59079649
610054,John L Marsh Elementary School,ES,Probation,No,Strong,72,53,Average,53,Weak,39,Average,55,Average,48,Average,50,Strong,55,95.7,5.4,95.5,99.1,55.8,37.6,34.5,34.9,53.2,58.7,33.5,44.9,50.8,52.2,11.1,31.1,18.9,14.5,-0.9,-0.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,841,41.71657908,-87.55251993
610225,John Whistler Elementary School,ES,Probation,No,Average,45,32,Average,41,Weak,28,Weak,20,Weak,21,Average,52,Strong,55,92.4,11.1,97,100,74.7,60.2,34,27.4,49,61.2,31.5,28,50.4,51.2,6,8.2,5.4,4.1,-0.9,0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,375,41.68391137,-87.65534733
610280,Kate S Buckingham Special Education Center,ES,Not Applicable,No,Weak,31,NDA,Weak,24,Weak,20,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,83.4,116.9,94.4,100,NDA,NDA,20,20,80,70,0,4.3,45,59.1,NDA,NDA,0,0,-0.4,-0.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,26,41.72782129,-87.56439326
610392,World Language Academy High School,HS,Not on Probation,No,Average,51,33,Average,49,Average,47,Average,49,Average,49,Average,50,Weak,46,91.6,4,96,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.9,13.4,14.6,14.1,1.2,16.2,1.6,14.6,69.4,48.1,382,41.83601953,-87.73419465
609777,Phillip D Armour Elementary School,ES,Probation,No,Weak,36,NDA,Weak,34,Very Weak,14,NDA,NDA,NDA,NDA,Average,53,Average,51,93.9,16,95.8,98,67.7,26.5,16.5,24,37.8,43.6,29.8,24,51.5,44.9,3.8,11.5,10.1,8.7,-0.5,0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,41.8338821,-87.65061898
609941,Asa Philip Randolph Elementary School,ES,Probation,No,Very Weak,15,NDA,Average,41,Average,48,NDA,NDA,NDA,NDA,Weak,45,Average,49,92.1,43.5,95.3,95.6,52.9,52.6,20.2,11.3,40.1,48.1,44.2,21.3,63,50.8,12.1,12.1,13.8,4.5,0.3,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,573,41.76059741,-87.67600175
610060,Andrew Jackson Elementary Language Academy,ES,Not on Probation,No,Very Strong,86,NDA,Average,57,Average,46,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,97.4,0.7,96.1,100,88.7,NDA,90.3,90.9,70.6,81.2,85.7,90.7,64.8,62.1,72.6,87.1,70.4,62.7,0.6,0.8,48.4,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,556,41.87432724,-87.66097599
609772,Jane Addams Elementary School,ES,Not on Probation,No,Average,56,50,Average,44,Average,46,Average,47,Average,44,Average,53,Average,53,96,5,96.8,100,71.4,NDA,32.5,40.6,60.7,63.6,53.9,57.7,77.4,66.8,19.5,36.8,19.3,15.9,0.5,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,928,41.69871497,-87.53301251
610385,Multicultural Academy of Scholarship,HS,Probation,No,Average,48,NDA,Average,47,Average,42,NDA,NDA,NDA,NDA,Strong,56,Average,52,89.2,22.4,96.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13,13,14.4,14.1,1.1,15.6,1.2,21.1,58,58.5,324,41.83601953,-87.73419465
610087,Blair Early Childhood Center,ES,NDA,No,NDA,,64,NDA,,NDA,,Strong,61,Strong,66,Strong,58,Strong,65,80.2,0.8,94.8,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,137,41.77652935,-87.79056836
609808,Alex Haley Elementary Academy,ES,Not on Probation,No,Weak,28,NDA,Average,58,Strong,60,NDA,NDA,NDA,NDA,Average,47,Average,49,94.9,2.9,94.7,94.7,51.6,31.4,17.3,13.6,43.7,41.4,36.3,24.5,64.8,53.9,1.8,16.1,11.6,1.9,0.5,-1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,525,41.68663682,-87.63359476
609779,George Armstrong International Studies Elementary School,ES,Not on Probation,No,Average,59,57,Average,59,Strong,64,Average,53,Average,45,NDA,NDA,NDA,NDA,96.3,8.1,96.3,99.4,66.5,45.5,47.5,38.8,55.7,65.5,59.7,51.5,72.9,54.4,28.2,43.5,30.4,19.5,0.7,-0.2,30.8,60.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1509,42.01017628,-87.68446868
610535,Mason High School,HS,Not on Probation,No,Average,50,NDA,Average,59,Average,59,NDA,NDA,NDA,NDA,Average,50,Average,47,90.4,44.3,0,72.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,12.6,13.5,NDA,13.9,1.3,NDA,NDA,NDA,NDA,NDA,48,41.85685194,-87.73049117
609896,Thomas Drummond Elementary School,ES,Not on Probation,No,Strong,72,NDA,Average,59,Average,46,NDA,NDA,NDA,NDA,Strong,58,Average,48,95.2,0.3,96.7,97.5,71.3,NDA,68.6,69.3,66.3,75.3,37.7,42.9,43.3,61.3,0,0,34,34,0,0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,41.91588634,-87.67449563
610198,Douglas Taylor Elementary School,ES,Not on Probation,No,Weak,34,NDA,Weak,20,Very Weak,1,NDA,NDA,NDA,NDA,Weak,42,Weak,45,95.1,16.6,94.3,100,48.9,34.4,28.5,22.3,44.4,44.9,39.7,33.5,56.6,48.9,15.7,18.6,12.4,9.9,-0.5,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,632,41.71544589,-87.5330074
609862,Edward Coles Elementary Language Academy,ES,Probation,No,Weak,22,43,Average,40,Average,54,Average,52,Average,53,Average,50,Average,51,95.1,24.9,95,98.7,76.2,60,44.6,26.4,54.7,72.5,45.5,22.4,72.1,52.6,0,11.4,16.7,5.7,1,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,554,41.74142687,-87.56593332
610117,Louis Pasteur Elementary School,ES,Not on Probation,No,Average,50,NDA,Average,42,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95,5,95.8,97.3,45,19.2,39.1,43.4,53.6,57.4,39.8,50.8,46,51.5,17,28.1,15.9,13.7,-3.1,-0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1173,41.78688968,-87.73262962
609756,Marie Sklodowska Curie Metropolitan High School,HS,Probation,No,Average,43,35,Weak,37,Average,45,Weak,33,Weak,39,NDA,NDA,NDA,NDA,85,9.1,95,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.2,14.2,15.6,15.1,0.9,16.9,1.3,22.9,76.1,61.3,3320,41.80304615,-87.72200673
609739,George Washington High School,HS,Probation,No,Average,46,53,Weak,36,Weak,36,Average,52,Average,46,NDA,NDA,NDA,NDA,80.2,12.7,95.1,99.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13.4,13.6,14.3,14.1,0.7,15.5,1.2,14,71.6,50.9,1524,41.6881094,-87.5375501
609994,William G Hibbard Elementary School,ES,Not on Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,49,Average,50,96.5,3,96.9,99.3,70.7,20.7,38.3,27.2,40,46.7,38.8,34.7,33.9,38.3,NDA,NDA,19.3,15.3,0.5,-0.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1239,41.97036267,-87.71036214
610391,Robert Lindblom Math & Science Academy High School,HS,Not on Probation,No,Strong,66,NDA,Strong,75,Very Strong,85,NDA,NDA,NDA,NDA,Strong,55,Average,51,92.7,2.1,95.9,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,49.1,70.2,61.7,37.6,-1.2,-0.8,61.1,78.2,18,18.5,19.1,19,1,22.2,3.1,29.1,68.9,85.9,916,41.7820428,-87.67169858
609917,Fernwood Elementary School,ES,Probation,No,Weak,29,37,Very Weak,17,Average,43,Weak,39,Average,50,Average,48,Average,53,93.4,29,96.1,100,70.5,43.3,22.5,12.7,35.2,55.4,31.1,20.4,38.7,34.8,15.6,34.4,12.4,7.8,-0.7,-1.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,344,41.71119799,-87.6403774
610232,Williams Multiplex Elementary School,ES,Probation,No,NDA,,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,50,Average,50,91.6,17,95.9,100,45.3,31.1,22.3,25.9,48.1,58.1,NDA,NDA,NDA,NDA,NDA,NDA,24.3,27.9,1.1,2.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,266,41.84403809,-87.62859008
610305,George Leland Elementary School,ES,Probation,No,NDA,,71,NDA,,NDA,,Strong,68,Strong,77,Strong,60,Average,53,92.6,3.3,94.9,100,67.8,59.1,30.8,23.1,46.2,61.5,NDA,NDA,NDA,NDA,NDA,NDA,46.2,20,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,182,41.87382439,-87.75571809
610316,Amelia Earhart Options for Knowledge Elementary School,ES,Not on Probation,No,Very Strong,81,63,Strong,60,Strong,73,Weak,34,Average,54,NDA,NDA,NDA,NDA,96.3,33.4,95.4,100,76.7,NDA,58.1,59.1,66.7,58.1,48.8,67.5,51.3,62.5,NDA,NDA,27.5,26.4,0.1,1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,264,41.72613498,-87.58217727
610367,Oscar DePriest Elementary School,ES,Probation,No,Weak,35,39,Average,47,Average,53,Average,51,Weak,39,Average,47,Strong,54,92.7,20,95.6,94.1,66.4,62,26.8,18.4,42.9,43.2,35.8,45.9,78.2,76.9,0,9.1,4.8,9.8,0.9,2.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,524,41.87799914,-87.7662615
609764,Benito Juarez Community Academy High School,HS,Probation,No,Average,46,53,Average,44,Average,45,Average,49,Average,48,NDA,NDA,NDA,NDA,83.7,17.2,95.8,99.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13.2,13.7,14.6,14.5,1.3,15.8,1.2,14.8,56.2,48.8,1683,41.85267306,-87.66376931
610004,Countee Cullen Elementary School,ES,Probation,No,Very Weak,14,NDA,Weak,28,Weak,34,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,94.1,36.9,96.3,100,71.9,71.4,24.4,28.9,55.3,68.2,26.8,25.9,56.2,45.8,9.5,4.8,9.7,8.1,-1.8,-1.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,233,41.70036107,-87.61128176
610026,John H Kinzie Elementary School,ES,Not on Probation,No,Strong,64,NDA,Average,49,Average,54,NDA,NDA,NDA,NDA,Average,50,Average,48,95.4,14.9,95.3,99.1,62,NDA,62.6,42.6,51.6,67.6,68.3,50.2,60,56.4,36.7,40.5,32.6,19.7,0.4,-0.3,26.5,63.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,733,41.78970398,-87.7791043
609997,Oliver Wendell Holmes Elementary School,ES,Probation,No,Weak,21,NDA,Weak,23,Average,41,NDA,NDA,NDA,NDA,Average,48,Average,48,87,139.8,92.4,97.9,40,30.5,17.7,8,28.8,33.1,20.8,8.8,41.8,20.2,3.1,9.4,5,3,-0.8,-2.3,9.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,334,41.79376044,-87.64977785
610368,Langston Hughes Elementary School,ES,Probation,No,Weak,28,54,Very Weak,16,Weak,30,Strong,62,Average,48,Weak,46,Strong,56,90,27.5,95.5,100,44.7,67,19.3,16.8,46.8,54.5,22.7,18.7,57,43.7,0,9.5,8.2,6.1,0.3,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,424,41.70536999,-87.62985093
610319,Evergreen Academy Middle School,MS,Not on Probation,No,Strong,60,58,Average,47,Average,44,Average,59,Strong,65,Weak,43,Average,48,96.1,5.5,97.4,100,NDA,NDA,NDA,NDA,NDA,NDA,37.6,31.6,54.4,57.5,13.3,21.7,11.5,9.3,-0.3,-0.5,37.8,43.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,389,41.829365,-87.66778007
609713,Hyde Park Academy High School,HS,Probation,No,Weak,29,39,Weak,34,Average,43,Weak,35,Average,41,NDA,NDA,NDA,NDA,70.5,18.5,94.2,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,13,12.8,14.4,14.1,1.1,15.6,1.2,11.1,51.1,57.6,1518,41.78223539,-87.58665115
609723,John Marshall Metropolitan High School,HS,Probation,No,Average,51,52,Average,45,Average,46,Average,49,Average,42,NDA,NDA,NDA,NDA,74.1,42.9,95.8,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,11.7,11.8,13.4,13.2,1.5,14.6,1.2,6.5,36.8,45.2,726,41.87847194,-87.70801612
610291,Richard Henry Lee Elementary School,ES,Not on Probation,No,Average,59,NDA,Average,46,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95,21.8,95.3,96.1,55.7,29.4,46.9,28.5,51.2,60.6,56.3,30.7,60.1,43.7,30.1,22.1,15.6,7.6,0,-0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,41.77532831,-87.72892174
609821,Burnham Elementary Inclusive Academy,ES,Not on Probation,No,Strong,61,77,Very Strong,85,Very Strong,99,Strong,65,Strong,71,Strong,54,Average,47,95.5,29.4,96.9,96,75.9,65.1,59.1,43.6,61.1,79.6,77.2,58.7,57.5,65.5,8.7,26.1,36.5,22,1.3,0.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,286,41.72050221,-87.57759489
610129,Josiah Pickard Elementary School,ES,Probation,No,Average,50,36,Weak,35,Weak,37,Weak,32,Weak,34,Average,48,Strong,54,95.8,5.1,96.4,100,76.4,NDA,48.9,25.6,55,78.6,42.5,30.2,70,69.8,6.6,8.2,16.1,11,1.7,0,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,656,41.85287295,-87.6833397
609883,Charles S Deneen Elementary School,ES,Probation,No,Average,55,33,Average,49,Average,51,Very Weak,15,Average,49,NDA,NDA,NDA,NDA,93.8,39.5,97.1,100,45.9,NDA,20.6,18.4,51.8,44.3,20,26.8,61.3,54.4,2.2,4.4,9.4,6.8,2.8,-0.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,551,41.76250359,-87.62338156
610271,Jensen Elementary Scholastic Academy,ES,Probation,No,Weak,35,41,Average,42,Strong,67,Average,43,Average,40,Weak,46,Average,47,93.1,17.2,95.3,100,81.3,75.5,61.4,37.3,58.9,78.6,48.8,37.3,63.4,63.2,11.6,23.3,20.2,11.7,2.9,0.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,41.87384239,-87.70224149
610277,Anthony Overton Elementary School,ES,Probation,No,Weak,32,NDA,Strong,64,Strong,76,NDA,NDA,NDA,NDA,Average,52,Strong,55,90.5,24.9,94.9,100,52,54.8,19.6,16.2,41.1,40,20.4,25,45.1,46.2,0,8.3,8.2,4.3,1.2,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,436,41.80557578,-87.62012252
609972,Helge A Haugan Elementary School,ES,Not on Probation,No,Average,43,39,Average,57,Average,49,Weak,33,Weak,30,Weak,46,Average,51,96.2,23.4,94.6,100,68.9,37.2,31.5,24.3,53.4,58.5,32.5,29.3,48,32.9,NDA,NDA,15.2,10.2,-0.3,0.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1299,41.96403525,-87.72316496
609805,Scott Joplin Elementary School,ES,Probation,No,Weak,35,29,Average,44,Average,53,Average,45,Weak,34,Average,52,Average,50,95,44.5,94.6,97.7,NDA,NDA,27.8,27.4,66.9,49.4,33.1,29.6,49.7,61.6,11.8,31.4,9.8,12.2,0.2,0.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,538,41.74934082,-87.66932903
610191,Stone Elementary Scholastic Academy,ES,Not on Probation,No,Strong,78,NDA,Average,55,Average,43,NDA,NDA,NDA,NDA,Strong,55,Average,47,96.4,1.9,96,100,83.2,46.2,62.8,67.5,59.9,56.7,62,68.8,59.9,59.4,40,47.3,45.7,44.7,0.3,1.7,57.1,56.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,646,41.99536777,-87.68475636
610114,Francis Parkman Elementary School,ES,Probation,No,Weak,38,25,Average,45,Weak,39,Weak,20,Weak,28,NDA,NDA,NDA,NDA,90.6,20.7,95.3,100,62.2,35.9,15.1,5.9,48.8,34.1,14.8,15.8,39.3,43.4,6.3,12.5,4.6,3.1,-0.3,-0.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,224,41.80169919,-87.63297392
609737,Friedrich W von Steuben Metropolitan Science High School,HS,Not on Probation,No,Strong,70,39,Average,42,Average,51,Weak,26,Weak,29,NDA,NDA,NDA,NDA,87,4,95.6,99.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,15.9,15.7,17.3,16.7,0.8,20.4,3.1,34.6,88.2,78.5,1636,41.9731926,-87.71334969
609842,Rachel Carson Elementary School,ES,Not on Probation,No,Weak,38,36,Average,45,Average,56,Weak,26,Weak,36,Average,50,Average,51,97.6,3.9,97.7,100,68.5,NDA,44,35,63.2,75.8,40.8,45.5,59.8,59.5,18.1,24.4,19.4,12.2,-0.4,0.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1222,41.79325514,-87.68783576
610016,Kate S Kellogg Elementary School,ES,Not on Probation,No,Strong,76,NDA,Average,57,Strong,63,NDA,NDA,NDA,NDA,Average,53,Weak,46,96.3,12,95.4,91.8,78.8,10,49.4,67.8,65.5,65.5,52,77.5,49,64.7,17.5,47.5,24.2,30.9,-0.4,0.7,28.2,36.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,283,41.72525315,-87.67719555
609928,Melville W Fuller Elementary School,ES,Probation,No,Weak,22,NDA,Weak,32,Weak,33,NDA,NDA,NDA,NDA,Average,51,Strong,55,91.8,40.2,93.9,100,40.9,21.4,10.4,2.4,50,40,6.8,10.9,22.4,34.8,6.3,12.5,3.6,1.4,-1.3,-1.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,241,41.8180061,-87.61182077
610192,Harriet Beecher Stowe Elementary School,ES,Probation,No,Weak,28,NDA,Weak,26,Weak,31,NDA,NDA,NDA,NDA,Weak,44,Strong,54,93.8,13.7,94.7,98.7,39.9,32.2,11.1,12,36.9,48.6,16.7,18,49.4,48.6,2.1,9.5,3.1,2.5,-0.2,-0.8,19.1,11.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,893,41.91196584,-87.7132855
610174,James Shields Elementary School,ES,Not on Probation,No,Weak,38,NDA,Average,57,Average,58,NDA,NDA,NDA,NDA,Average,50,Average,50,97,13.9,97,99.6,54.3,NDA,37.2,35.1,59.8,70.8,41.9,44.9,63.2,66.8,23.3,25.6,18.3,12.7,1.1,1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1834,41.81593528,-87.68968453
609745,Southside Occupational Academy High School,HS,Not Applicable,No,NDA,,52,NDA,,NDA,,Average,47,Strong,60,Strong,63,Strong,60,85.5,13.1,95.2,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,40,71.7,NDA,201,41.75986813,-87.6759838
609885,Dewey Elementary Academy of Fine Arts,ES,Probation,No,Average,41,NDA,Average,42,Weak,35,NDA,NDA,NDA,NDA,Average,52,Strong,58,90.7,26.3,95.5,100,64.7,56.1,12.2,11.8,30.9,44.2,10.4,4.3,40.3,23.1,3.6,0,3.3,0.5,0.4,-1.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,357,41.7956493,-87.642615
610103,Isabelle C O'Keeffe Elementary School,ES,Probation,No,Very Weak,17,NDA,Weak,28,Weak,29,NDA,NDA,NDA,NDA,Weak,40,Weak,43,92.1,24.6,94.6,100,52,54,13.8,16.4,42.8,29.1,17.9,28.6,43.3,60,1.7,19,3.4,6.7,-0.4,0.7,17.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,575,41.76861557,-87.57284299
609819,Edmond Burke Elementary School,ES,Probation,No,Very Weak,1,NDA,Very Weak,13,Weak,22,NDA,NDA,NDA,NDA,Average,48,Average,48,89.3,82,95.5,96.7,44.4,57.4,30.3,16.2,40.7,40.4,37.6,24.7,63.3,45.5,3.6,14.3,7.9,4.3,-1.4,-1.9,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,244,41.79679285,-87.61617809
609944,Virgil Grissom Elementary School,ES,Not on Probation,No,Strong,62,66,Average,51,Strong,64,Strong,69,Very Strong,87,NDA,NDA,NDA,NDA,95.5,2.5,96.4,100,84.4,51.6,53.4,47.7,45.5,60.2,50,45.7,62,54.3,23.5,44.1,22,17.7,-1.1,-1.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,330,41.66245712,-87.55334334
609817,Lyman A Budlong Elementary School,ES,Not on Probation,No,Average,59,56,Weak,33,Weak,38,Average,44,Average,41,Average,50,Average,49,95.4,3.9,95.7,98.7,77.1,54.4,44.9,53.5,48.1,57.9,36.3,44,44.7,36.4,9.1,23.6,26.6,23.7,-1.7,-0.4,48.1,16,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,41.97572652,-87.69660443
609754,Chicago Military Academy High School,HS,Not on Probation,No,Weak,32,NDA,Weak,23,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,90.3,28.2,95.6,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,14.8,14.4,15.2,15.6,0.8,17.4,2.2,24.4,83.6,69.3,483,41.83053768,-87.61917837
609872,Manuel Perez Elementary School,ES,Not on Probation,Yes,Average,45,NDA,Average,42,Average,45,NDA,NDA,NDA,NDA,Average,52,Average,50,95.9,7.3,96.6,100,67.7,NDA,37.9,33.6,61.1,62.3,45.9,26.7,71.8,51.8,14,14,14.8,8.7,0,1.1,35.6,18.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,426,41.85600113,-87.6579887
